event,date,location,r_fighter,b_fighter,status,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,method,method_detailed,round,time
UFC 259: Blachowicz vs. Adesanya,3/6/2021,"Las Vegas, Nevada, USA",Tim Elliott,Jordan Espinosa,win,0,0,25,13,4,0,0,0,Flyweight,U-DEC,,3,5:00
UFC 259: Blachowicz vs. Adesanya,3/6/2021,"Las Vegas, Nevada, USA",Kennedy Nzechukwu,Carlos Ulberg,win,1,0,82,146,0,0,0,0,Light Heavyweight,KO/TKO,Punch,2,3:19
UFC 259: Blachowicz vs. Adesanya,3/6/2021,"Las Vegas, Nevada, USA",Sean Brady,Jake Matthews,win,0,0,37,21,1,0,1,0,Welterweight,SUB,Arm Triangle,3,3:28
UFC 259: Blachowicz vs. Adesanya,3/6/2021,"Las Vegas, Nevada, USA",Amanda Lemos,Livinha Souza,win,2,0,29,1,0,0,0,0,Women's Strawweight,KO/TKO,Punch,1,3:39
UFC 259: Blachowicz vs. Adesanya,3/6/2021,"Las Vegas, Nevada, USA",Uros Medic,Aalon Cruz,win,1,0,45,0,0,0,0,0,Lightweight,KO/TKO,Punches,1,1:40
UFC 259: Blachowicz vs. Adesanya,3/6/2021,"Las Vegas, Nevada, USA",Trevin Jones,Mario Bautista,win,1,0,23,21,0,0,0,0,Bantamweight,KO/TKO,Punch,2,0:47
UFC Fight Night: Rozenstruik vs. Gane,2/27/2021,"Las Vegas, Nevada, USA",Ciryl Gane,Jairzinho Rozenstruik,win,0,0,102,42,2,0,0,0,Heavyweight,U-DEC,,5,5:00
UFC Fight Night: Rozenstruik vs. Gane,2/27/2021,"Las Vegas, Nevada, USA",Magomed Ankalaev,Nikita Krylov,win,0,0,43,47,3,1,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,2/27/2021,"Las Vegas, Nevada, USA",Pedro Munhoz,Jimmie Rivera,win,0,0,94,65,0,1,0,0,Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,2/27/2021,"Las Vegas, Nevada, USA",Alex Caceres,Kevin Croom,win,0,0,48,16,1,1,1,0,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,2/27/2021,"Las Vegas, Nevada, USA",Thiago Moises,Alexander Hernandez,win,0,0,53,50,0,0,0,0,Lightweight,U-DEC,,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,2/27/2021,"Las Vegas, Nevada, USA",Alexis Davis,Sabina Mazo,win,0,0,49,64,3,0,0,0,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,2/27/2021,"Las Vegas, Nevada, USA",Ronnie Lawrence,Vince Cachero,win,0,0,77,15,8,0,0,1,Bantamweight,KO/TKO,Punches,3,2:38
UFC Fight Night: Rozenstruik vs. Gane,2/27/2021,"Las Vegas, Nevada, USA",Dustin Jacoby,Maxim Grishin,win,0,2,57,66,0,0,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,2/27/2021,"Las Vegas, Nevada, USA",Montana De La Rosa,Mayra Bueno Silva,draw,0,0,30,52,3,0,0,1,Women's Flyweight,M-DEC,,3,5:00
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",Derrick Lewis,Curtis Blaydes,win,1,0,7,28,0,0,0,0,Heavyweight,KO/TKO,Punch,2,1:26
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",Yana Santos,Ketlen Vieira,win,0,0,47,7,0,3,0,0,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",Darrick Minner,Charles Rosa,win,1,0,45,15,4,0,3,2,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",Chris Daukaus,Aleksei Oleinik,win,0,0,34,5,0,0,0,0,Heavyweight,KO/TKO,Punches,1,1:55
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",Phil Hawes,Nassourdine Imavov,win,0,0,31,57,4,0,0,0,Middleweight,M-DEC,,3,5:00
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",Tom Aspinall,Andrei Arlovski,win,0,0,37,20,1,0,1,0,Heavyweight,SUB,Rear Naked Choke,2,1:09
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",Jared Gordon,Danny Chavez,win,0,0,82,39,2,1,0,0,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",John Castaneda,Eddie Wineland,win,1,0,42,17,0,1,0,0,Bantamweight,KO/TKO,Punches,1,4:44
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",Julian Erosa,Nate Landwehr,win,1,0,15,9,0,0,0,0,Featherweight,KO/TKO,Flying Knee,1,0:56
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",Casey O'Neill,Shana Dobson,win,0,0,49,16,4,0,1,0,Women's Flyweight,KO/TKO,Punches,2,3:41
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",Aiemann Zahabi,Drako Rodriguez,win,1,0,9,11,0,0,0,0,Bantamweight,KO/TKO,Punch,1,3:05
UFC Fight Night: Blaydes vs. Lewis,2/20/2021,"Las Vegas, Nevada, USA",Serghei Spivac,Jared Vanderaa,win,0,0,51,13,3,0,0,0,Heavyweight,KO/TKO,Punches,2,4:32
UFC 258: Usman vs. Burns,2/13/2021,"Las Vegas, Nevada, USA",Kamaru Usman,Gilbert Burns,win,2,0,83,45,0,0,0,0,Welterweight,KO/TKO,Punches,3,0:34
UFC 258: Usman vs. Burns,2/13/2021,"Las Vegas, Nevada, USA",Alexa Grasso,Maycee Barber,win,0,0,38,40,0,3,1,0,Women's Flyweight,U-DEC,,3,5:00
UFC 258: Usman vs. Burns,2/13/2021,"Las Vegas, Nevada, USA",Kelvin Gastelum,Ian Heinisch,win,0,0,38,27,6,1,0,2,Middleweight,U-DEC,,3,5:00
UFC 258: Usman vs. Burns,2/13/2021,"Las Vegas, Nevada, USA",Ricky Simon,Brian Kelleher,win,0,0,45,19,6,0,1,0,Featherweight,U-DEC,,3,5:00
UFC 258: Usman vs. Burns,2/13/2021,"Las Vegas, Nevada, USA",Julian Marquez,Maki Pitolo,win,0,0,41,32,0,5,4,1,Middleweight,SUB,Anaconda Choke,3,4:17
UFC 258: Usman vs. Burns,2/13/2021,"Las Vegas, Nevada, USA",Anthony Hernandez,Rodolfo Vieira,win,0,0,32,9,0,4,2,0,Middleweight,SUB,Guillotine Choke,2,1:53
UFC 258: Usman vs. Burns,2/13/2021,"Las Vegas, Nevada, USA",Belal Muhammad,Dhiego Lima,win,0,0,129,69,1,0,0,0,Welterweight,U-DEC,,3,5:00
UFC 258: Usman vs. Burns,2/13/2021,"Las Vegas, Nevada, USA",Polyana Viana,Mallory Martin,win,0,0,4,5,0,1,5,0,Women's Strawweight,SUB,Armbar,1,3:18
UFC 258: Usman vs. Burns,2/13/2021,"Las Vegas, Nevada, USA",Chris Gutierrez,Andre Ewell,win,1,0,69,59,1,1,0,1,Catch Weight,U-DEC,,3,5:00
UFC 258: Usman vs. Burns,2/13/2021,"Las Vegas, Nevada, USA",Gabe Green,Phil Rowe,win,2,0,70,42,2,2,1,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",Alexander Volkov,Alistair Overeem,win,1,0,54,10,0,0,0,0,Heavyweight,KO/TKO,Punch,2,2:06
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",Cory Sandhagen,Frankie Edgar,win,1,0,2,2,0,0,0,0,Bantamweight,KO/TKO,Flying Knee,1,0:28
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",Clay Guida,Michael Johnson,win,0,0,49,58,3,0,1,0,Lightweight,U-DEC,,3,5:00
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",Alexandre Pantoja,Manel Kape,win,0,0,74,49,0,2,0,0,Flyweight,U-DEC,,3,5:00
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",Beneil Dariush,Diego Ferreira,win,0,0,62,54,5,0,0,0,Lightweight,S-DEC,,3,5:00
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",Danilo Marques,Mike Rodriguez,win,0,0,29,16,4,0,2,0,Light Heavyweight,SUB,Rear Naked Choke,2,4:52
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",Devonte Smith,Justin Jaynes,win,0,0,34,11,1,0,1,0,Catch Weight,KO/TKO,,2,3:38
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",Karol Rosa,Joselyne Edwards,win,0,0,57,38,4,1,0,0,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",Lara Procopio,Molly McCann,win,0,0,36,37,7,0,1,1,Women's Flyweight,U-DEC,,3,5:00
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",SeungWoo Choi,Youssef Zalal,win,0,0,41,23,2,3,0,1,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",Timur Valiev,Martin Day,win,0,0,55,8,4,0,0,0,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Overeem vs. Volkov,2/6/2021,"Las Vegas, Nevada, USA",Ode Osbourne,Jerome Rivera,win,1,0,5,2,0,0,0,0,Featherweight,KO/TKO,Punch,1,0:26
UFC 257: Poirier vs. McGregor,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Dustin Poirier,Conor McGregor,win,1,0,48,29,1,0,0,0,Lightweight,KO/TKO,Punches,2,2:32
UFC 257: Poirier vs. McGregor,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Michael Chandler,Dan Hooker,win,1,0,17,8,0,0,0,0,Lightweight,KO/TKO,Punch,1,2:30
UFC 257: Poirier vs. McGregor,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Joanne Wood,Jessica Eye,win,0,0,148,77,1,1,0,0,Women's Flyweight,U-DEC,,3,5:00
UFC 257: Poirier vs. McGregor,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Makhmud Muradov,Andrew Sanchez,win,0,0,79,48,0,0,0,0,Middleweight,KO/TKO,Punches,3,2:59
UFC 257: Poirier vs. McGregor,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Marina Rodriguez,Amanda Ribas,win,1,0,15,7,0,1,0,0,Women's Strawweight,KO/TKO,Punch,2,0:54
UFC 257: Poirier vs. McGregor,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Arman Tsarukyan,Matt Frevola,win,0,0,50,16,10,0,0,0,Lightweight,U-DEC,,3,5:00
UFC 257: Poirier vs. McGregor,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Brad Tavares,Antonio Carlos Junior,win,0,0,54,34,0,1,0,0,Middleweight,U-DEC,,3,5:00
UFC 257: Poirier vs. McGregor,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Julianna Pena,Sara McMann,win,0,0,38,21,1,3,1,0,Women's Bantamweight,SUB,Rear Naked Choke,3,3:39
UFC 257: Poirier vs. McGregor,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Marcin Prachnio,Khalil Rountree Jr.,win,0,0,102,49,0,0,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC 257: Poirier vs. McGregor,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Movsar Evloev,Nik Lentz,win,0,0,82,46,2,1,0,2,Catch Weight,S-DEC,,3,5:00
UFC 257: Poirier vs. McGregor,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Amir Albazi,Zhalgas Zhumagulov,win,0,0,68,59,2,1,0,0,Flyweight,U-DEC,,3,5:00
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Michael Chiesa,Neil Magny,win,0,0,24,12,4,1,0,1,Welterweight,U-DEC,,5,5:00
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Warlley Alves,Mounir Lazzez,win,1,0,17,2,1,0,0,0,Welterweight,KO/TKO,Kick,1,2:35
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Ike Villanueva,Vinicius Moreira,win,1,0,24,24,0,0,0,0,Light Heavyweight,KO/TKO,Punch,2,0:39
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Viviane Araujo,Roxanne Modafferi,win,0,0,86,46,4,0,1,0,Women's Flyweight,U-DEC,,3,5:00
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Matt Schnell,Tyson Nam,win,0,0,85,58,0,0,0,0,Flyweight,S-DEC,,3,5:00
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lerone Murphy,Douglas Silva de Andrade,win,0,0,48,39,1,1,0,0,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Omari Akhmedov,Tom Breese,win,0,0,25,1,2,0,1,3,Middleweight,SUB,Arm Triangle,2,1:41
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Ricky Simon,Gaetano Pirrello,win,0,0,17,6,7,0,1,0,Bantamweight,SUB,Arm Triangle,2,4:00
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Sumudaerji,Zarrukh Adashev,win,0,0,50,28,0,0,0,0,Flyweight,U-DEC,,3,5:00
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Dalcha Lungiambula,Markus Perez,win,0,0,29,25,1,0,0,1,Middleweight,U-DEC,,3,5:00
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Francisco Figueiredo,Jerome Rivera,win,0,0,29,31,4,0,0,0,Flyweight,U-DEC,,3,5:00
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Mike Davis,Mason Jones,win,0,0,108,117,3,1,0,0,Lightweight,U-DEC,,3,5:00
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Umar Nurmagomedov,Sergey Morozov,win,0,0,25,7,5,0,1,0,Bantamweight,SUB,Rear Naked Choke,2,3:39
UFC Fight Night: Chiesa vs. Magny,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Manon Fiorot,Victoria Leonardo,win,0,0,53,17,1,0,0,0,Women's Flyweight,KO/TKO,Punches,2,4:08
UFC Fight Night: Holloway vs. Kattar,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Max Holloway,Calvin Kattar,win,0,0,445,133,0,0,0,0,Featherweight,U-DEC,,5,5:00
UFC Fight Night: Holloway vs. Kattar,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Carlos Condit,Matt Brown,win,0,0,39,28,2,1,0,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Holloway vs. Kattar,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Li Jingliang,Santiago Ponzinibbio,win,1,0,21,11,0,0,0,0,Welterweight,KO/TKO,Punch,1,4:25
UFC Fight Night: Holloway vs. Kattar,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Alessio Di Chirico,Joaquin Buckley,win,1,0,12,3,0,0,0,0,Middleweight,KO/TKO,Kick,1,2:12
UFC Fight Night: Holloway vs. Kattar,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Punahele Soriano,Dusko Todorovic,win,2,0,30,22,0,0,0,0,Middleweight,KO/TKO,Punch,1,4:48
UFC Fight Night: Holloway vs. Kattar,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Joselyne Edwards,Wu Yanan,win,0,0,88,58,0,1,1,0,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Holloway vs. Kattar,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Carlos Felipe,Justin Tafa,win,0,0,77,86,0,0,0,0,Heavyweight,S-DEC,,3,5:00
UFC Fight Night: Holloway vs. Kattar,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Ramazan Emeev,David Zawada,win,0,0,53,44,4,1,0,0,Welterweight,S-DEC,,3,5:00
UFC Fight Night: Holloway vs. Kattar,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Vanessa Melo,Sarah Moras,win,0,0,56,44,0,0,0,0,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Holloway vs. Kattar,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Austin Lingo,Jacob Kilburn,win,1,0,95,64,1,1,0,1,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Stephen Thompson,Geoff Neal,win,0,0,171,85,0,0,0,0,Welterweight,U-DEC,,5,5:00
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Jose Aldo,Marlon Vera,win,0,0,44,46,0,0,0,0,Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Michel Pereira,Khaos Williams,win,0,0,44,55,2,0,1,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Rob Font,Marlon Moraes,win,1,0,30,9,0,2,0,0,Bantamweight,KO/TKO,Punches,1,3:47
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Marcin Tybura,Greg Hardy,win,0,0,51,50,1,0,0,0,Heavyweight,KO/TKO,Punches,2,4:31
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Anthony Pettis,Alex Morono,win,0,0,50,31,0,1,0,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Pannie Kianzad,Sijara Eubanks,win,0,0,92,49,0,2,0,0,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Deron Winn,Antonio Arroyo,win,0,0,20,45,12,0,0,0,Catch Weight,U-DEC,,3,5:00
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Taila Santos,Gillian Robertson,win,0,0,27,9,1,0,1,1,Women's Flyweight,U-DEC,,3,5:00
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Tafon Nchukwi,Jamie Pickett,win,1,0,120,40,0,1,0,0,Middleweight,U-DEC,,3,5:00
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Jimmy Flick,Cody Durden,win,0,0,6,21,0,2,1,0,Flyweight,SUB,Triangle Choke,1,3:18
UFC Fight Night: Thompson vs. Neal,12/19/2020,"Las Vegas, Nevada, USA",Christos Giagos,Carlton Minus,win,0,0,31,28,5,0,0,0,Catch Weight,U-DEC,,3,5:00
UFC 256: Figueiredo vs. Moreno,12/12/2020,"Las Vegas, Nevada, USA",Charles Oliveira,Tony Ferguson,win,0,0,41,19,3,0,3,0,Lightweight,U-DEC,,3,5:00
UFC 256: Figueiredo vs. Moreno,12/12/2020,"Las Vegas, Nevada, USA",Mackenzie Dern,Virna Jandiroba,win,0,0,82,63,0,1,0,0,Women's Strawweight,U-DEC,,3,5:00
UFC 256: Figueiredo vs. Moreno,12/12/2020,"Las Vegas, Nevada, USA",Kevin Holland,Jacare Souza,win,0,0,15,2,0,2,0,0,Middleweight,KO/TKO,Punch,1,1:45
UFC 256: Figueiredo vs. Moreno,12/12/2020,"Las Vegas, Nevada, USA",Ciryl Gane,Junior Dos Santos,win,1,0,59,10,0,0,0,0,Heavyweight,KO/TKO,Elbow,2,2:34
UFC 256: Figueiredo vs. Moreno,12/12/2020,"Las Vegas, Nevada, USA",Cub Swanson,Daniel Pineda,win,2,0,46,21,1,1,0,1,Featherweight,KO/TKO,Punch,2,1:52
UFC 256: Figueiredo vs. Moreno,12/12/2020,"Las Vegas, Nevada, USA",Rafael Fiziev,Renato Moicano,win,1,0,21,15,0,0,0,0,Lightweight,KO/TKO,Punch,1,4:05
UFC 256: Figueiredo vs. Moreno,12/12/2020,"Las Vegas, Nevada, USA",Gavin Tucker,Billy Quarantillo,win,0,0,106,84,7,0,0,0,Featherweight,U-DEC,,3,5:00
UFC 256: Figueiredo vs. Moreno,12/12/2020,"Las Vegas, Nevada, USA",Tecia Torres,Sam Hughes,win,0,0,52,20,1,0,0,0,Women's Strawweight,KO/TKO,,1,5:00
UFC 256: Figueiredo vs. Moreno,12/12/2020,"Las Vegas, Nevada, USA",Chase Hooper,Peter Barrett,win,0,0,57,48,0,0,2,0,Featherweight,SUB,Heel Hook,3,3:02
UFC 256: Figueiredo vs. Moreno,12/12/2020,"Las Vegas, Nevada, USA",Deiveson Figueiredo,Brandon Moreno,draw,0,0,137,132,2,4,0,0,Flyweight,M-DEC,,5,5:00
UFC Fight Night: Hermansson vs. Vettori,12/5/2020,"Las Vegas, Nevada, USA",Marvin Vettori,Jack Hermansson,win,1,0,164,122,0,2,1,0,Middleweight,U-DEC,,5,5:00
UFC Fight Night: Hermansson vs. Vettori,12/5/2020,"Las Vegas, Nevada, USA",Jamahal Hill,Ovince Saint Preux,win,0,0,68,36,0,0,0,0,Light Heavyweight,KO/TKO,Punches,2,3:37
UFC Fight Night: Hermansson vs. Vettori,12/5/2020,"Las Vegas, Nevada, USA",Gabriel Benitez,Justin Jaynes,win,1,0,38,22,0,0,0,0,Lightweight,KO/TKO,Knee,1,4:06
UFC Fight Night: Hermansson vs. Vettori,12/5/2020,"Las Vegas, Nevada, USA",Roman Dolidze,John Allan,win,0,0,51,29,3,1,3,0,Light Heavyweight,S-DEC,,3,5:00
UFC Fight Night: Hermansson vs. Vettori,12/5/2020,"Las Vegas, Nevada, USA",Jordan Leavitt,Matt Wiman,win,0,0,1,0,1,0,0,0,Lightweight,KO/TKO,Slam,1,0:22
UFC Fight Night: Hermansson vs. Vettori,12/5/2020,"Las Vegas, Nevada, USA",Louis Smolka,Jose Quinonez,win,0,0,59,43,3,2,0,0,Bantamweight,KO/TKO,Punches,2,2:15
UFC Fight Night: Hermansson vs. Vettori,12/5/2020,"Las Vegas, Nevada, USA",Ilia Topuria,Damon Jackson,win,1,0,31,16,0,0,0,0,Featherweight,KO/TKO,Punch,1,2:38
UFC Fight Night: Hermansson vs. Vettori,12/5/2020,"Las Vegas, Nevada, USA",Jake Collier,Gian Villante,win,0,0,123,80,0,0,0,0,Heavyweight,U-DEC,,3,5:00
UFC Fight Night: Smith vs. Clark,11/28/2020,"Las Vegas, Nevada, USA",Anthony Smith,Devin Clark,win,0,0,1,1,1,0,1,0,Light Heavyweight,SUB,Triangle Choke,1,2:34
UFC Fight Night: Smith vs. Clark,11/28/2020,"Las Vegas, Nevada, USA",Miguel Baeza,Takashi Sato,win,0,0,40,15,1,0,1,0,Welterweight,SUB,Arm Triangle,2,4:28
UFC Fight Night: Smith vs. Clark,11/28/2020,"Las Vegas, Nevada, USA",Parker Porter,Josh Parisian,win,0,0,126,114,2,0,1,0,Heavyweight,U-DEC,,3,5:00
UFC Fight Night: Smith vs. Clark,11/28/2020,"Las Vegas, Nevada, USA",Bill Algeo,Spike Carlyle,win,0,0,70,23,1,4,0,1,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Smith vs. Clark,11/28/2020,"Las Vegas, Nevada, USA",Norma Dumont,Ashlee Evans-Smith,win,1,0,94,42,2,0,0,0,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Smith vs. Clark,11/28/2020,"Las Vegas, Nevada, USA",Jonathan Pearce,Kai Kamaka,win,0,0,51,47,5,1,1,1,Featherweight,KO/TKO,Punches,2,4:28
UFC Fight Night: Smith vs. Clark,11/28/2020,"Las Vegas, Nevada, USA",Anderson Dos Santos,Martin Day,win,0,0,11,9,1,1,1,0,Bantamweight,SUB,Guillotine Choke,1,4:35
UFC Fight Night: Smith vs. Clark,11/28/2020,"Las Vegas, Nevada, USA",Gina Mazany,Rachael Ostovich,win,1,0,72,41,7,0,1,0,Women's Flyweight,KO/TKO,Kick,3,4:10
UFC Fight Night: Smith vs. Clark,11/28/2020,"Las Vegas, Nevada, USA",Sumudaerji,Malcolm Gordon,win,1,0,9,0,0,0,0,0,Flyweight,KO/TKO,Punches,1,0:44
UFC Fight Night: Smith vs. Clark,11/28/2020,"Las Vegas, Nevada, USA",Nate Maness,Luke Sanders,win,1,0,33,55,1,0,1,0,Catch Weight,SUB,Rear Naked Choke,2,2:29
UFC 255: Figueiredo vs. Perez,11/21/2020,"Las Vegas, Nevada, USA",Deiveson Figueiredo,Alex Perez,win,0,0,5,6,0,0,1,0,Flyweight,SUB,Guillotine Choke,1,1:57
UFC 255: Figueiredo vs. Perez,11/21/2020,"Las Vegas, Nevada, USA",Valentina Shevchenko,Jennifer Maia,win,0,0,62,36,5,1,0,0,Women's Flyweight,U-DEC,,5,5:00
UFC 255: Figueiredo vs. Perez,11/21/2020,"Las Vegas, Nevada, USA",Tim Means,Mike Perry,win,0,0,128,64,0,1,0,2,Welterweight,U-DEC,,3,5:00
UFC 255: Figueiredo vs. Perez,11/21/2020,"Las Vegas, Nevada, USA",Katlyn Cerminara,Cynthia Calvillo,win,0,0,69,60,0,1,0,0,Women's Flyweight,U-DEC,,3,5:00
UFC 255: Figueiredo vs. Perez,11/21/2020,"Las Vegas, Nevada, USA",Paul Craig,Mauricio Rua,win,0,0,29,10,4,0,0,0,Light Heavyweight,KO/TKO,Punches,2,3:36
UFC 255: Figueiredo vs. Perez,11/21/2020,"Las Vegas, Nevada, USA",Brandon Moreno,Brandon Royval,win,0,0,16,17,2,0,2,0,Flyweight,KO/TKO,Punches,1,4:59
UFC 255: Figueiredo vs. Perez,11/21/2020,"Las Vegas, Nevada, USA",Joaquin Buckley,Jordan Wright,win,2,0,43,18,0,0,0,0,Middleweight,KO/TKO,Punches,2,0:18
UFC 255: Figueiredo vs. Perez,11/21/2020,"Las Vegas, Nevada, USA",Antonina Shevchenko,Ariane Lipski,win,0,0,39,15,1,0,0,0,Women's Flyweight,KO/TKO,Punches,2,4:33
UFC 255: Figueiredo vs. Perez,11/21/2020,"Las Vegas, Nevada, USA",Nicolas Dalby,Daniel Rodriguez,win,0,0,50,83,0,0,0,0,Welterweight,U-DEC,,3,5:00
